,Gender,Review,Rating
14102,M,"Fantastic team. I really liked working with these guys. I would strongly recommend to any one, any day, any time. Great Team!",5.0
14103,,Jennifer is fantastic. Always delivers high-quality work. It's a pleasure to work with her. She's my go-to graphic designer.,5.0
14104,,created mail server on given time.,5.0
14105,,"outstanding work, highly recommended",5.0
14106,M,Good job.,5.0
14107,M,"Quick, Very Professional,  Great Price!",5.0
14108,,Good work. Thanks,4.8
14109,M,Best freelancer I have ever hired on Freelancer! I am more than 100% satisfied! Super professional and accurate! The project was simply excellent. He fully understands every detail and spent a lot of time on test every code part to make it works perfectly. I will hire you again! Thanks,5.0
14110,M,Excellent freelancer. As usual did wonderfull job. Thank you!!!,5.0
14111,M,Agbesi is a very nice freelancer. He spares no time and effort to complete the task on time. I am glad I could find such a freelancer and I am sure I will hire him again,5.0
14112,M,"Excellent communication, easy to deal with.",5.0
14113,M,Virendra do good job,5.0
14114,M,We didn't start working with him. A long wait for an answer or we just didn't understand each other,5.0
14115,M,"Senthil is very knowledgeable and easy to work with even with the time difference. If  you are clear and concise about what you want, willing to answer a few questions and flexible in your time (for communications) you will be very pleased with the results you get!.
Highly Recommended!",5.0
14116,M,"Worked relentlessly to ensure my needs and clarifications were met
 Wpuld work with him again, definitely. Paid close attention and did as many revisions as I asked without complaining at all. Great attitude, and brilliant delivery.",5.0
14117,M,"Real professional, my project requirements have not been understood from the start(mostly because language barriers), but he found a way to deliver  a working project!",5.0
14118,M,"Task Completed without problems, would hire again",5.0
14119,M,he has done amazing work,5.0
14120,M,This is second time I've employed EMCALLISTER and again delighted with his knowledge and speed of response. We definitely use him again.,5.0
14121,M,Excellent work within tight [login to view URL] initiative has been taken by logicbolt .,5.0
14122,,Colan is the best service we have ever worked with. A+++!,3.0
14123,,Fantastic to work with. Nothing was too much trouble. Great communication.,2.0
14124,M,very good experience!,4.0
14125,M,good freelancer,5.0
14126,,My go-to data miner.,5.0
14127,F,"Good job, will hire again",5.0
14128,,Great work,3.6
14129,M,Stefan did a great job. He understood what we needed and was able to make it fast and in a great design.,5.0
14130,F,"Donna is very professional, delivers on time and has very sound knowledge of the subject . A++ Freelancer. I have already decided to give next Project to her.",5.0
14131,F,AMAZIIIING work ; EXCELLENT quality ; HIIIIGHLYY RECOMMENDEEEED,5.0
14132,M,Nurul was awesome! We really enjoyed working with him and appreciated his flexibility around tailoring approaches to meet the needs of the video that he developed for us. He was incredibly responsive both in terms of his work and timeliness. We would absolutely work with him again.,5.0
14133,M,Todo perfecto!,5.0
14134,,The project is not completed according to the dispute,5.0
14135,F,Anna was very professional and straight forward with our Eng to Polish game proofreading and translation. She needed little support from us and got the work done in a timely manner. Thanks Anna!,4.6
14136,M,Great work again,5.0
14137,M,Karan is a true professional. I will definetely work with him in the near future.,5.0
14138,F,Good website designer. need more patience but willing to listen,4.9
14139,M,Great work. Would definitely hire him again.,5.0
14140,M,Fast and great service,5.0
14141,M,Very Professional,5.0
14142,M,Yes! Very happy with the job what he did for me,1.0
14143,,Good design. All files as it should be.,5.0
14144,M,Great to work with!,5.0
14145,M,Amazing Freelancer. Puts in 110% all the time and is very active in his communication. Highly Recommended.,4.8
14146,,"good job, thx.",5.0
14147,M,Always great to work with. Trustworthy and always nails the project. Would love to work with him again. Thank you Vladimir!,5.0
14148,M,Amazing service and prompt delivery. Will be hiring in the future. You should too!!,5.0
14149,,"Good work.
Be patient and professional.
Response to questions fast.
Delivery on time.
Be willing to cooperate again.",4.9
14150,,Never hesitated to try again!! Good Freelancer!,5.0
14151,,The most amazing person to work with! fast and easy to communicate!,4.9
14152,M,Excellent developer that delivers project on time and on budget. Can hire again definitely.,5.0
14153,M,He knows what he is doing and does it very fast.,5.0
14154,,"Muy buen trabajo y excelente comunicador.
Tiene un gran potencial para las ilustraciones",5.0
14155,,This freelancer won a contest having beaten many other designers.,4.5
14156,,Did great content and quicker than expected,5.0
14157,M,Edmilson did a fantastic job! I will hire him again and recommend him without hesitation to future employers.,5.0
14158,,he followed direction well.,4.6
14159,M,very satisfied! Fast and reliable.,5.0
14160,M,And also this delivered in time from travis.... Travis you are great....,4.9
14161,M,"First interaction on this site and very pleased, the whole operation happened under 24hrs and was super smooth. Will be working together again in the future.",5.0
14162,,Very professional work.,5.0
14163,,Top notch. Very skilled at web development. She does things found on major websites like Amazon. She is very talented.  She did things my previous developer said was impossible. She does the impossible.  Could not be more pleased. Thank you.,5.0
14164,,"Carlos es un excelente profesional, cumplió en tiempo con lo solicitado y su trabajo es de altísima calidad, sin duda trabajaría con el nuevamente.",4.9
14165,,"I'm glad I found this developer! He works fast and delivers without bugs! Believe me, it is not easy to find such guy here. Highly recommended !",0.0
14166,,Very difficult task which they continued to work hard on. They delivered the Android version and will continue to work on the Ios version. Very good communication and I will continue to use this team. Thank you,5.0
14167,,Amazing working with Julfikar. His ability to understand and improvise basis feedback ensured that I get exactly what I want. Appreciate that!,5.0
14168,M,He never says no to any change and delivers his best,1.0
14169,,Good job. AAA+++,5.0
14170,,Fantastic!,5.0
14171,M,He is an expert,5.0
14172,M,Perfect Guy! Expert in Wordpress and done his job satisfactorily.,5.0
14173,M,Great work! Will use again and again.,5.0
14174,M,always rewarding,5.0
14175,,"Good work, on time and on budget",5.0
14176,M,The best Developer,4.8
14177,M,Mohamed is amazing. He has done great job. He is very dedicated. He has been helping me a lot. Will hire him again.,5.0
14178,,Excellent work done. Very good communication and great skills. Highly Recommended A+++,1.0
14179,F,It was nice working with you.,5.0
14180,,"The Project has been delivered in time and i'm surprised about the result.
Thank You Izabella",5.0
14181,,"I recommend this company for website and mobile app development

[25 May, 2018] Hugh quality work

[25 May, 2018] They have huge experience and expertise on restaurant/hotel booking system development 

[25 May, 2018] very professional and well delivered",5.0
14182,M,Отлично!,5.0
14183,M,I was very pleased to work with Shohel. He is very prompt and professional. would love to do my next project with him.,5.0
14184,,Excellent job. Would definitely work with again.,5.0
14185,M,Great freelancer. Always doing fast and great work :-) Always re-hiring him for font stuff!,5.0
14186,M,"Miguel es un excelente profesional muy comprometido con los desafios del proyecto.

Miguel is an excellent professional very committed to the challenges of the project",5.0
14187,M,nice work and fast response,5.0
14188,,Mark provided quality work and was willing to make any edits. Great work.,4.9
14189,M,"Very easy to work with, does accurate research into his project and delivered results that met my expectations - I would use Elexon again.",4.9
14190,M,fast and perfect,5.0
14191,,"Excelente profesional...rápido, atento y efectivo. Hizo el trabajo muy bien; no dudaría en contratarlo nuevamente",5.0
14192,,I work with many freelancers but this is the all time best designer to whom i meet. No Misleading and delivery before time. Everything According to requirements. Have no words to explain.,5.0
14193,M,Super professional and thoughtful,5.0
14194,M,Great to work with - responsive and creative.,5.0
14195,M,"Perfect and speedy execution, excellent understanding of the requirements. Great communication, would love to work together again in future. Thank you.",1.0
14196,M,"We are from The Netherlands, Dont look further!!!!!! Dont hesitate!!!! Hire this guy!!!!!",4.0
14197,M,Everything was good!!,5.0
14198,F,AWESOME!  SO SO happy to have found her!  SO talented AND so kind!,5.0
14199,M,"It was a pleasure working with Avtar! He's very professional, delivers good quality on time, is very responsive and open for changes. I would definitely recommend working with Avtar!",5.0
14200,,"Great work, very professional. Photoshopping furniture on white backgrounds onto modern backgrounds that you created yourself. Very happy with the work and thank you for your patience",5.0
14201,F,"Very easy to work with, he will take your idea and create a masterpiece.
Will definitely hire again.

Thank you!",4.5
14202,,happy with the result - will hire again,5.0
14203,M,"Excellent freelancer, nice to work with Carlos. High attitude and knowledge in financial markets. For sure we will hire him again",5.0
14204,,The project is not completed according to the dispute,5.0
14205,M,He is a great person and did the project on time,5.0
14206,,"Excelente freelancer, trabajo rápido y bien.",4.9
14207,M,"Wow. I've worked with software teams for over 20 years and this is the best service I remember getting ever. A professional team with on time delivery, greate quality of software. They have super fast response time and great attitude alltogether. Will defenitly hire again.",5.0
14208,F,Fast! Thank you!,2.4
14209,M,"He is very professional, patient even when we took time to consolidate our accounts he did not complain. Thank you Khurram for being very professional and delivering quality work on time, budget and specification.",5.0
14210,,"Did everything we asked for and more, an expert in this field.  Will use again",5.0
14211,M,"He is great to work with, Did an excellent job. Good communication Recommended..!",5.0
14212,,Great design and concept,4.4
14213,,"Great man, i will rehire you soon",5.0
14214,,Good work,4.9
14215,,"great working with Muhammad, perfect!",5.0
14216,M,Mohammad was awesome! I had been struggling to download the latest posts from our Facebook to our web site in PHP and he had a script written in no time that did it. He really know his stuff. Recommended.,5.0
14217,,"Great freelancer to work with. Always on time. Always great coding skills.
Thanks Sandip!",5.0
14218,M,Great. Fast. Responsive.,5.0
14219,M,Sachin T is great to work with and great communicator. Very Happy!,5.0
14220,M,does great work and is very accommodating!,5.0
14221,,Easy to work with.,5.0
14222,M,Ashish is a brilliant developer. He managed to deliver all of the requirements in perfection and with great communication and knowledge. Will hire again! Thanks,5.0
14223,M,"He did a good work and on budget
Recommended !",5.0
14224,M,"Kunal assistant was very great and helpful.
I am very satisfied with his support.
Thank you so much kunal short out the my issue.",5.0
14225,M,great guy hope to work more with him in the future. very quck,5.0
14226,,very good freelancer,5.0
14227,,very professional and fast delivery,5.0
14228,F,It was great working with him. He is Professional and super friendly. Highly recommended :),5.0
14229,M,amazing work,5.0
14230,,"thank you very much, perfect work:) always again",5.0
14231,M,Good work,5.0
14232,M,he was very responsive and open to my ideas and requests,5.0
14233,M,Great work and quick turnaround!  Would definitely continue to reach out to Anurag B for future design work.  Thanks!,5.0
14234,M,great job! thank you for your hard work.,5.0
14235,M,Great work as usual. Always quick. Always understands our requirements and delivers.,5.0
14236,M,"Great communication, excellent quality of work. Will hire Petko again. Thank you!",5.0
14237,M,Very professional. Super fast. Great communication. Highly recommended.,5.0
14238,M,Absolutely brilliant. I am very happy with the results. He is expert and knows what he is doing. Will hire again.,5.0
14239,M,Very good efficient excellent design 5 stars,5.0
14240,M,Very clear communication and excellent work.  Took direction well and delivered clean graphics.,5.0
14241,M,"I hired three freelancers to complete the same project to solicit different engineering designs.  Shekh Design Solutions was the most expensive and the slowest of the three. In regards to final product, the final design recommendation was well documented. There was nothing exceptional about the design and it took lots of guidance from me to get to a final product. Moreover, most freelancers I have dealt with welcome feedback. It seemed that Shekh Design Solutions preferred just to drop a final product at the end without any back-and-forth colloboration. Lastly, it felt like he was himself more of a project manager and someone else was doing the work so there was small nuances of feedback that were lost along the way. Good luck! - Employer with 60 five-star reviews received.",3.2
14242,M,Original ideas!  Easy to work with.  Great communication and fast turn around. Highly recommend!,5.0
14243,M,Good job,5.0
14244,F,kkkkkkkkllllllllll jj,4.2
14245,M,Im glad I have found Mateusz on freelacner. Will hire him again. Thank you,5.0
14246,,Very thorough and responds quickly.,5.0
14247,M,Easy and hassle free delivery,4.8
14248,,Easy to work with. Understood my needs and took my direction swiftly. Good feedback across the board!,5.0
14249,M,"Eugenio is very pleasant, thorough, and quickly makes edits.  He was a pleasure to work with on this project, and I give him my highest recommendation.",5.0
14250,M,"What a great and dedicated partner! Very smart, very kind and professional. Great partner and we are looking forward to do more projects with you!! Thank you and best regards",5.0
14251,F,Great again.,4.4
14252,,Great experience working with Leandra again.,5.0
14253,,Answered my questions in a very timely manner,5.0
14254,M,good work thank you,5.0
14255,F,"Fantastic Work, very happy :)",5.0
14256,,Thanks for your work,5.0
14257,M,"Md E. has a sensitive way to design icons and logos, he is close to become our Design recurring partner.",5.0
14258,M,"Great, I Would 100% hire Scott again.",5.0
14259,M,"AMAZINGLY FAST AND VERY PROFESIONAL.
Worked out as I pretended.
very goog and fluently comunication.
would hire him 100% again.",5.0
14260,M,AAAAAAAA++++++++++++++++++++++,5.0
14261,M,Trust worthy im a repeat customer. 5 star guy a pleasure doing business with you again man thanks for the help.,5.0
14262,M,Writes professional and appropriate code and is a good communicator. Slight problem with intermittent/non-existant connection which caused delays but has committed to ameliorate this issue. I plan to hire again.,5.0
14263,M,Pablo is really professional and goes above and beyond the standards I set.,4.9
14264,,Great work,5.0
14265,F,Excellent Freelancer. Got the job done quickly and efficiently. Would hire again.,5.0
14266,,Very helpful person and quality service,5.0
14267,,Always perfect,5.0
14268,M,"Rakib went way beyond the scope of the project to be helpful in getting this  completed. Truly a very patient freelancer with a wealth of knowledge. I highly, highly recommend him. Thank you.",5.0
14269,M,Very nice Hard worker... thanks brother,5.0
14270,M,excellent developer. I will work with him in the future.,1.0
14271,M,"easy,fast, efficient. always great work",5.0
14272,,He is an excellent designer and very professional.,5.0
14273,M,Great Work !,5.0
14274,M,Great freelancer,5.0
14275,M,This team provided HIGH VALUE when it came to priority. I recommend highly. Good back-end specially the admin when you are able to manage the whole trades and exchange values. UI is little bit old but can be renewed with a good look and feel.,5.0
14276,M,Great service!! Always yes!! Thanks man A++++,1.0
14277,,Always a pleasure to work with,5.0
14278,M,Good freelancer,5.0
14279,M,"Render illustration, a very very complicated work but delivered amazingly fast reaching the quality of a truly original work! Mr Saif is an honest and responsible engineer. Mr Saif ability in understanding your perspective is great once you provide a reasonable point of view (that is not easy!). Those few days providing feedback for helping Mr Saif creating the astonishing illustration was definitely nice. A nice person and a great and responsible engineer that you can trust.",5.0
14280,,Nice work,1.0
14281,F,perfect work,5.0
14282,M,Great experience! Really skilled and communicative developer. Looking forward to keep working with you!,4.6
14283,M,Thank you very much for your work!,5.0
14284,M,Hemant was quick to deliver the article. He did a good job overall. I will hire him again for any future gig.,5.0
14285,M,Very good.,5.0
14286,M,10/10,5.0
14287,M,Hem  Shanker did a good job with the tasks he was given for On Page Optimization. Highly recommend him!,5.0
14288,M,Amazing guy to work with. Already thinking about doing another project with him.,5.0
14289,,"I am very happy, David is a professional and is committed, understands the logic of the requirement and adheres very well to development. Highly recommended.",2.0
14290,,"A tricky project that included people animations, but our teams worked closely together for a great result!",5.0
14291,,Thanks very much for the excellent Woocommerce work. More than satisfied with how good the project is finished. Will definitely come back for other tasks. Thanks,4.8
14292,M,Really good guy with expertise and also willing to work more that what we really needed. I can recommend Umme 100% to anyone.,5.0
14293,,"Great job

[24 January, 2017] great work. very patient while i was going through issues with my payment",4.9
14294,M,I have worked multiple times with Alma... he is a pleasure to work with .. extremely professional and trusted to deliver. Will definitely work again !,4.8
14295,M,Excellent work by Daniel - Thank you for the attention to detail and for the efficient work :) I will be working with you again,5.0
14296,F,"Very good experience , she is very nice and professonal help. Thank you",5.0
14297,M,"Nick's work on my project was Amazing. It was on time and he checked in with me Alot, which I appreciated. I will be honest. His bid was substantially higher than what I had in mind.  His work was also Beyond what I thought i would get. I will be hiring him again. Do yourself a favor: Pick him for your project. You won't be sorry.  Thanks So Much, Nick!",5.0
14298,F,great work,4.8
14299,,Excellent work!,5.0
14300,M,Nice man,5.0
14301,F,A++++,5.0
14302,M,he is very professional,5.0
14303,,The work was very creative. Right on point. Will work with again.,5.0
14304,,Just great we got what we needed in a timely manner and satisfied with the results. All changes requested made very fast and exactly what we wanted.,5.0
14305,M,good work thank you,5.0
14306,F,Maria is excellent. She is fast and delivers over and above. Highly recommended.,5.0
14307,M,Excellent coder ! thanks for everything,4.8
14308,M,want to work again with this expert freelancer. expert in his work and committed.,5.0
14309,,Rana definitely knows sharepoint. Great communication. Great work. Will hire again.,5.0
14310,,"My best freelancer !
Very easy to work with Sander",5.0
14311,M,Very professional and very quick,4.9
14312,,"Excellent writer, would use again. Thank you so much!",4.0
14313,M,"Nice Developer, will hire again for sure.",5.0
14314,M,"Kept me waiting for a long time, never received anything.",1.4
14315,M,Manoj went out of his way to help us resolve our hosting and domain problems.  We also needed a clean Wordpress installed.  He did an amazing job of helping us troubleshoot what was going wrong and fixed our domains very easily.  He is easy to communicate with and Skyped  and screen-shared immediately when we were having some trouble with login details. He installed a fresh Wordpress and all of our sites are up and working again now thanks to Manoj.  He is very professional and responds very quickly. Thanks for your help! We will definitely be working with you again.,5.0
14316,,A+++ freelancer,5.0
14317,M,Great knowledge and quick turnaround!,4.9
14318,M,Shekhar was amazing to work with! I will definitely work with him on future projects,5.0
14319,M,He has done a good job and we have hired him again for eest of the project,5.0
14320,M,"Highly Recommended, Patient and good quality of work. Will use him again for future projects.",5.0
14321,,"As always very good and fast work, we are completely satisfied",5.0
14322,,"Great Job, good work!",5.0
14323,F,excellent,5.0
14324,,Excelente trabajo.,5.0
14325,,"Good communication, timely response!",5.0
14326,F,Thanks for the modifications,5.0
14327,M,Cristian and his team are a pleasure to work with and they over deliver. The only hesitation I have saying how pleased I am is they will end up too busy when I need to hire them again.,5.0
14328,,I was expecting accounts with images but it was delivered on time. I can't complain,5.0
14329,M,"Excellently done, much appreciated.",5.0
14330,,i got more for you .  Thanks.. Fast and perfect,5.0
14331,M,"Very helpful quick response, went 
 above and beyond to help me get exactly what I needed. Outstanding work and service would highly recommend Morshed again, and will be using his service again in the future. Many thanks friend.",5.0
14332,F,"Shamima is skilled, quick and pleasant to work with. I will use her again.",5.0
14333,M,"He have a good communication, fast to respond and friendly. He's understand , have knowledge and good skills in the job. The price is reasonable and can additional work during a job.",5.0
14334,M,"Couldn't complete task.
very bad communication.",5.0
14335,,"Professionalism... !!!! more than 5 STAR 
I Recommended Him and wil hire again and again",5.0
14336,M,"Good quality, cheap price but non-adherence to self-given deadline and a laxed approach to client communication. Would not recommend for urgent deadlines. Would recommend for less important, relaxed-schedule work. Does a decent quality job given the price.",5.0
14337,M,Best worker in india,5.0
14338,M,"serios person ,",5.0
14339,M,Fantastic understanding of our creative direction.  Easy to communicate with.  Would easily work with again.  very professional.,1.0
14340,M,Great skills and customer service,5.0
14341,M,Good Good.,1.0
14342,,did a great work,5.0
14343,M,Quick and meets expectations,5.0
14344,M,"Very good to work with, requested some edits and it was done and sent very fast!",5.0
14345,M,"Communications was great. He was very honest and fair with what the work he we was able to complete with the budget proposed. Will work again without a doubt

[22 May, 2018] Expert !!!!",4.4
14346,M,good work,5.0
14347,F,"Thank you Asha for a great job!!!!  You worked fast, you communicated clearly and you delivered a great product!!!!  Thank you.  Hope to work with you again soon.",3.2
14348,F,Very easy,5.0
14349,M,"Outstanding experience. Highly recommended talented artist that can draw in many different styles. Budding creative genius. He won equal 1st place in the Contest. A true pleasure to work with. I have worked with him many times and he is one of the best artists I have worked with - amazing work ethic, focused, reliable and talented. Thank you for all your hard work.",5.0
14350,M,"His articles weren't accepted for publishing. 

[28 May, 2018] Thanks ...",5.0
14351,M,Very creative!,4.2
14352,,Awsome job,5.0
14353,F,"Good job, fast and timely",5.0
14354,,Nice work. Will hire again :),5.0
14355,M,"Not only did he do exactly as requested, he completed in shorter time than requested. From initial draft to pre-approval and completed image he was very easy to work with - Highly recommended",5.0
14356,,Jalen's graphic design work is very high quality. He is a great collaborator who provided excellent input on ways to improve the infographic creative to make it more customer engaging. I intend to hire Jalen for additional graphic design work.,3.4
14357,F,Excellent work thanks again,5.0
14358,M,Great job done!,5.0
14359,F,The second project and as always very professional.,5.0
14360,,SHOWWW! 100%,3.8
14361,M,"hey guys, all employers. If you're looking for AWESOME music composer. Viacheslav is THE BEST person. He is my best partner for my music life. 
He is one choice you have. Because I've never met anyone so great music composer like him. You must award him absolutely!",5.0
14362,,Fast Development and Excellent Job. You can rely on this.,5.0
14363,M,"fast, prompt, excellent.",5.0
14364,M,I'd love to hire him for more future projects!,5.0
14365,M,A+ Will do business again!!,5.0
14366,,Again a wonderful work and great communication. I can highly recommend Ashish M!,5.0
14367,,very  unprofessional,2.4
14368,,Good job,5.0
14369,M,"He did what I wanted.
I will continue to work with him in the future.",5.0
14370,M,"He delivers work of excellent quality and has excellent communication skills. He takes instructions very well and very diligent.

Excellent work. Will definitely use him again.",1.0
14371,,Wdzystko ok.,5.0
14372,M,I needed things explained because i didn't realise the possibilities and the patience and explanations made it very clear and this project exceeded expectations.,5.0
14373,M,"Great Freelancer!
He completed my work in 3 hours successfully.
It is very good experience with him.
Thank you.",5.0
14374,,"Thx but the logo was not finished yet. Could you please adjust the design to this image, and then send me the files ?",5.0
14375,M,"Very good job, fast response",5.0
14376,,Will continue to work with Gaurav. Great work.,5.0
14377,,Rodwan provided excellent service and even before the deadline. Highly recommended no doubt.,5.0
14378,,He was great. Absolutely recommend.,4.8
14379,F,Excellent work delivered quickly,5.0
14380,,.....,5.0
14381,M,"I have done a couple projects with Cesar,  I have enjoyed my time interacting with him, and we have finished the projects and I am happy with them. I will use him again in the future if I have the need. He speaks English fluently and communicates great. Seems to know his programming well and got my projects done.",5.0
14382,M,A superb DJ who created an amazing remix of my track. I look forward to promoting his great works. Highly recommended!!!,5.0
14383,M,"Very careful , good translation, good communication,will come back to you again.",5.0
14384,M,The project is not completed according to the dispute,5.0
14385,,Promised something but could not complete job,4.2
14386,M,"Great individual, professional. Excellent communication. Finished my work within the deadline to a high quality.",5.0
14387,M,Will work with him again,5.0
14388,M,"I was looking for someone who could get on my project and deliver within 24 hours... Ali was awesome, would definitely work with him again!",4.9
14389,F,"I cancelled the 30 day project, only within 9 days because she was not organize and did not take initiative until after I told her I no longer wanted her services. She asked me to download TeamViewer software to remote into my computer because she wanted to run FB ads and was having issues - she told me to give her the ID and password to remote into my computer (risky/scam). I thought having a freelancer remote into my personal computer is a high risk of fraud. Beware. After I told her no to remote, she immediately was able to get into my Facebook and create an ad. Very interesting she so easily set up after 2 days of struggling. I had to guide her every step of the way. Didn't take the project seriously.",5.0
14390,M,Easy going expert with skills needed for the job.,5.0
14391,M,Excellent. Keep it up,5.0
14392,,thank you,4.2
14393,,Thanks.,5.0
14394,,Great job. very satisfied. Woud hire again!,5.0
14395,M,Saba is very patient and works hard and never gives up. He understood the project from the get go and above all he knows his onions. I will hire forever . Great job,5.0
14396,M,good work but incomplete,5.0
14397,M,Incredible work & prompt & efficient.  I'll definitely use David again.  5 stars!!!,5.0
14398,,Perfect. Very good communication,5.0
14399,,"thank you, job was done on time",5.0
14400,,He is very kind and professional. Easy to communicate,4.8
14401,,I very happy with the high quality design I received and would recommend others seeking logo work.,4.4
14402,F,"Very professional, efficient and a pleasure to work with",5.0
14403,M,This freelancer actually took the time to do the work and read the request through.  very happy with the result.,5.0
14404,M,His eye for detail is very impressive. And his html design skills are very good. Awesome work,5.0
14405,M,This guy is a Genius ! 5stars,5.0
14406,,Worked well to understand the changing nature of our iOS project and adjusted accordingly.,4.9
14407,M,Connected me with manufacturers as requested.,5.0
14408,M,Excellent work.  Very good Editing.,5.0
14409,M,"Junhong is professional and great at his job! will hire him for more projects! patient and understANDING

[02 July, 2018] Knowledgeable and kind",1.0
14410,,She was always there to update me with the project! Amazing work!!! 100% recommended,3.0
14411,M,"Out of all 15 contestants in our contest, ""LostFrame"" created an animation that blew us away. His animation skills are incredible. He created an animation that actually looked real and it was exactly what we were looking for! I'm surprised that he isn't being employed by Hollywood. Excellent work!
-Michael Loftus & Mike Richardson",4.2
14412,M,Thank you so much .. You are amazing,5.0
14413,M,Good experience. Hope we can work again.,5.0
14414,,In one word.......... RUBBISH,5.0
14415,F,Good communication. Honest.,1.0
14416,,Rakesh delivered an excellent program as per requirements. He has sound technical knowledge of Indian stock market as well.,5.0
14417,,Fantastic freelancer!  Plan to use again!,5.0
14418,M,"Rakibul is an amazing artist. Very responsive, work fast, with great detail skills. He was always available to help me with my project, the communication between us was smooth. He is a true professional artist with lots of talent. I recommend him with 5 starts to anyone looking to hire a professional designer.",5.0
14419,,"Md. Taz H, listened to the description of what was required and produced a great product",5.0
14420,M,"Due to increased complexity deadline passed, but work was excellent and communication was clear. Definitely will work with again. Recommend.",4.9
14421,,Well done!,5.0
14422,,Great idea,4.6
14423,M,"“Excellent freelancer. Very efficient with no complaints whatsoever.
 Would definitely hire him again and am already hiring him again.”",1.0
14424,M,Loved working with him and it turned out great!!,5.0
14425,M,Rakesh is very fast and does a great job.  We really like working with him.,4.9
14426,,Extremely quick and responsive.,5.0
14427,,The work product is incomplete,5.0
14428,M,"Really intelligent group of Chinese developers. Throughout the project, they stuck by my documentation and was always there to reply and have a conversation.  Nice and clean code and was completed before time. Looking forward to hiring again in forthcoming days!",4.0
14429,,very very very good and excellent work,5.0
14430,,Good freelancer,5.0
14431,,"Excellent work was done, timely project completion, very prompt with all steps we had mentioned, cooperative. Thank you",5.0
14432,,Creative and fast freelancer A+++++,5.0
14433,M,"""Highly knowledgeable and responsible developer. Delivered everything on time and accommodated every client's request.”",1.0
14434,,"Never a disappointment, highly  Recommended thanks again Alexei",5.0
14435,M,"Awesome job , couldn't be happier with the result !!! already hiring for more tasks.",5.0
14436,F,"Skin N came up with great ideas for our newsletter contest. Even though we sell shoes online, her entry was was about everything but shoes. Great and exciting ideas!",5.0
14437,M,"Availability, excellent price and punctuality.",5.0
14438,F,The quality that I admire in Bev is her perseverance and a Never Give Up! attitude. She works really hard and has done her job extremely well. The quality of her work is excellent and great to easily communicate with. Looking forward to work with her in the future!,5.0
14439,,Good Freelancer.,4.2
14440,,Good work.,5.0
14441,M,good to work with listens to customers feedback!,5.0
14442,,Pretty great.,4.7
14443,M,Dharmesh and his project manager Sangram were very professional. They were very easy to reach and work with. They are extremely accommodating and responsive.  EXCELLENT JOB!! I will definitely be using their services again!,4.7
14444,M,What a fabulous job you did with the Task. I really appreciate the time you spent on this. You are truly professional and looking forward to working with you in the future.,5.0
14445,M,very [login to view URL] hire again,5.0
14446,M,"He's the best, He stayed with me even it more than 1 am in his place and he made my work completed in late night. I recommend him anytime, any place. He's simply the best",5.0
14447,,Best Email Marketer ! He provided B2B email leads and did email marketing campaign for me . Recommend 100% !,5.0
14448,M,He was great!,5.0
14449,F,"We worked on a very short timing, Although the work was above the budget but she delivered a good work. I hope just next time the budget can be explained in details area. The quality of work is excellent given the short time given. I will definitely consider working with Zehra again",5.0
14450,M,"good nice,nice to work,professional",5.0
14451,M,"Karan is exceptional at his work. Another project done for me on time, on budget and overdelivered. Highly recommend working with him.",5.0
14452,F,"Nicole has done and outstanding work, very happy. she is super creative and works as you want",4.8
14453,M,"Very responsive and true to his work! Very happy with the outcome.
James",5.0
14454,,good job,4.0
14455,,ana is great!!!,5.0
14456,M,"Great work again from Maksym, highly recommended!",5.0
14457,,"hreat work , thanks",5.0
14458,,"Excellent work was done, timely project completion, very prompt with all steps we had mentioned, cooperative. Thank you",5.0
14459,M,Easy to work with and went the extra mile to complete the job.,5.0
14460,F,You are so hard working .. thanyou for helping me ! !,5.0
14461,M,Absolut professional partner. Very good communication and we thank him for the much patience to us. We would contact him again for new projects. We recommend his work and his company.,5.0
14462,M,Great to work with always gets the job done!,5.0
14463,,Happy with their work,4.2
14464,M,I am very satisfied and highly reccommend this freelancer,5.0
14465,F,"Very easy to work with, knowledgeable and professional",5.0
14466,M,"Thank you brother, did not complete the project for several reasons, God bless your father.",5.0
14467,,Another excellent job!,4.8
14468,M,"Excellent artist, delivered product very quickly!",5.0
14469,M,great person to work with ! thank you,5.0
14470,,Govind gave me many options and really worked hard to get me what I wanted! Super easy to work with!,5.0
14471,,She did a very good job and sent it very quickly. I would recommend her.,5.0
14472,,"best translator, very fast! recommend",5.0
14473,,Fast. Efficient and stress free,5.0
14474,F,"Wajiha is very quick and expert, I would liek to hire her again.",5.0
14475,,"Fast and cooperative Handover
Will work again with Designer in future.",4.5
14476,M,"Ram and his team were extremely patient with me and produced high quality work, although required a little more direction from me, rather than showing me creative ideas. Would hire again!",5.0
14477,,Good quality work.,5.0
14478,F,She is good,5.0
14479,M,Igor is a good worker and produced a good high quality logo for me.,5.0
14480,M,"Will hire again, a pleasure to work with.",5.0
14481,,Completed job as promised.  Well done.,5.0
14482,M,I am satisfied that all my project requirements have been met. Very fast and accurate work. High recommended for her. I will hire again in my future projects. Thank you,5.0
